megyekod;Település;tipus;ferfi;no
PES;Taksony;nagyközség;3 454;3 534
PES;Tápiószecső;nagyközség;3 057;3 231
PES;Tápiószentmárton;nagyközség;2 913;2 960
PES;Tárnok;nagyközség;5 404;5 523
PES;Valkó;nagyközség;1 334;1 314
PES;Acsa;község;689;677
PES;Apaj;község;595;565
PES;Áporka;község;663;631
PES;Bénye;község;620;679
PES;Bernecebaráti;község;401;406
PES;Budajenő;község;1 327;1 341
PES;Ceglédbercel;község;2 109;2 333
PES;Csemő;község;2 383;2 346
PES;Csévharaszt;község;1 075;1 097
PES;Csobánka;község;1 866;1 850
PES;Csomád;község;950;917
PES;Csörög;község;1 137;1 115
PES;Csővár;község;322;342
PES;Dánszentmiklós;község;1 457;1 399
PES;Dány;község;2 297;2 410
PES;Délegyháza;község;3 072;3 098
PES;Domony;község;1 137;1 148
PES;Dunabogdány;község;1 635;1 729
PES;Ecser;község;2 052;2 157
PES;Erdőkertes;község;5 164;5 197
PES;Farmos;község;1 808;1 819
PES;Felsőpakony;község;1 983;1 972
PES;Galgagyörk;község;470;504
PES;Galgahévíz;község;1 324;1 334
PES;Galgamácsa;község;950;1 003
PES;Gomba;község;1 600;1 658
PES;Herceghalom;község;1 497;1 398
PES;Hernád;község;2 151;2 199
PES;Hévízgyörk;község;1 663;1 796
PES;Iklad;község;991;1 054
PES;Inárcs;község;2 451;2 576
PES;Ipolydamásd;község;229;179
PES;Ipolytölgyes;község;151;153
PES;Jászkarajenő;község;1 317;1 369
PES;Kakucs;község;1 746;1 621
PES;Káva;község;342;332
PES;Kemence;község;452;475
PES;Kismaros;község;1 332;1 295
PES;Kisnémedi;község;361;369
PES;Kisoroszi;község;511;530
PES;Kocsér;község;915;966
PES;Kóka;község;2 344;2 339
PES;Kosd;község;1 283;1 308
PES;Kóspallag;község;380;388
PES;Kőröstetétlen;község;384;413
PES;Letkés;község;542;582
PES;Lórév;község;163;146
PES;Majosháza;község;925;859
PES;Makád;község;630;627
PES;Márianosztra;község;369;392
PES;Mende;község;2 112;2 152
PES;Mikebuda;község;366;384
PES;Monorierdő;község;2 668;2 688
PES;Nagybörzsöny;község;323;325
PES;Nagytarcsa;község;3 235;3 380
PES;Nyáregyháza;község;1 999;1 990
PES;Nyársapát;község;1 100;1 091
PES;Pánd;község;999;979
PES;Páty;község;4 230;4 404
PES;Penc;község;791;806
PES;Perbál;község;1 043;1 107
PES;Perőcsény;község;192;182
PES;Péteri;község;1 379;1 376
PES;Pilisborosjenő;község;2 270;2 249
PES;Pilisjászfalu;község;1 139;1 130
PES;Pilisszántó;község;1 330;1 377
PES;Pilisszentiván;község;2 106;2 283
PES;Pilisszentkereszt;község;1 046;1 142
PES;Pilisszentlászló;község;656;695
PES;Pócsmegyer;község;1 521;1 465
PES;Pusztavacs;község;648;650
PES;Pusztazámor;község;606;624
PES;Püspökhatvan;község;678;712
PES;Püspökszilágy;község;383;368
PES;Rád;község;1 024;999
PES;Remeteszőlős;község;563;591
PES;Sóskút;község;1 916;1 894
PES;Szada;község;3 243;3 443
PES;Szentlőrinckáta;község;976;1 027
PES;Szentmártonkáta;község;2 663;2 561
PES;Szigetbecse;község;739;746
PES;Szigetcsép;község;1 461;1 476
PES;Szigetmonostor;község;1 563;1 530
PES;Szigetszentmárton;község;1 312;1 381
PES;Szigetújfalu;község;1 149;1 178
PES;Szokolya;község;985;956
PES;Sződ;község;1 617;1 712
PES;Sződliget;község;2 477;2 521
PES;Táborfalva;község;1 708;1 758
PES;Tahitótfalu;község;3 151;3 234
PES;Tápióbicske;község;1 939;1 871
PES;Tápiógyörgye;község;1 898;1 953
PES;Tápióság;község;1 390;1 455
PES;Tápiószőlős;község;1 517;1 588
PES;Tatárszentgyörgy;község;1 023;1 033
PES;Telki;község;2 272;2 312
PES;Tésa;község;62;39
PES;Tinnye;község;1 008;1 017
PES;Tóalmás;község;2 140;2 104
PES;Tök;község;743;754
PES;Törtel;község;2 158;2 253
PES;Újlengyel;község;905;949
PES;Újszilvás;község;1 396;1 378
PES;Úri;község;1 331;1 376
PES;Üröm;község;4 292;4 445
PES;Vácduka;község;968;968
PES;Vácegres;község;495;497
PES;Váchartyán;község;935;973
PES;Váckisújfalu;község;243;249
PES;Vácrátót;község;1 305;1 355
PES;Vácszentlászló;község;1 138;1 131
PES;Vámosmikola;község;747;775
PES;Vasad;község;1 011;1 004
PES;Verőce;község;2 028;2 063
PES;Verseg;község;659;672
PES;Zebegény;község;644;690
PES;Zsámbok;község;1 281;1 285
SOM;Kaposvár;vármegye székhely;27 586;31 467
SOM;Balatonboglár;város;2 613;2 959
SOM;Balatonföldvár;város;1 132;1 219
SOM;Balatonlelle;város;2 372;2 493
SOM;Barcs;város;4 902;5 380
SOM;Csurgó;város;2 265;2 415
SOM;Fonyód;város;2 515;2 702
SOM;Igal;város;792;834
SOM;Kadarkút;város;1 193;1 203
SOM;Lengyeltóti;város;1 517;1 553
SOM;Marcali;város;5 190;5 912
SOM;Nagyatád;város;4 482;5 177
SOM;Nagybajom;város;1 588;1 588
SOM;Siófok;város;11 493;13 020
SOM;Tab;város;2 006;2 095
SOM;Zamárdi;város;1 330;1 356
SOM;Balatonszárszó;nagyközség;1 065;1 169
SOM;Berzence;nagyközség;1 122;1 250
SOM;Ádánd;község;1 074;1 124
SOM;Alsóbogát;község;126;115
SOM;Andocs;község;506;514
SOM;Babócsa;község;723;786
SOM;Bábonymegyer;község;411;426
SOM;Bakháza;község;93;71
SOM;Balatonberény;község;638;671
SOM;Balatonendréd;község;630;727
SOM;Balatonfenyves;község;1 096;1 201
SOM;Balatonkeresztúr;község;914;949
SOM;Balatonmáriafürdő;község;430;460
SOM;Balatonőszöd;község;285;310
SOM;Balatonszabadi;község;1 463;1 568
SOM;Balatonszemes;község;854;947
SOM;Balatonszentgyörgy;község;792;862
SOM;Balatonújlak;község;237;250
SOM;Balatonvilágos;község;787;683
SOM;Bálványos;község;303;307
SOM;Bárdudvarnok;község;590;576
SOM;Baté;község;388;411
SOM;Bedegkér;község;211;185
SOM;Bélavár;község;162;174
SOM;Beleg;község;321;282
SOM;Bodrog;község;206;206
SOM;Bolhás;község;198;201
SOM;Bolhó;község;381;364
SOM;Bonnya;község;124;123
SOM;Böhönye;község;1 097;1 149
SOM;Bőszénfa;község;233;247
SOM;Buzsák;község;741;848
SOM;Büssü;község;195;182
SOM;Csákány;község;192;174
SOM;Cserénfa;község;117;114
SOM;Csokonyavisonta;község;764;778
SOM;Csoma;község;220;202
SOM;Csombárd;község;159;139
SOM;Csököly;község;463;498
SOM;Csömend;község;147;166
SOM;Csurgónagymarton;község;80;86
SOM;Darány;község;436;447
SOM;Drávagárdony;község;70;86
SOM;Drávatamási;község;182;169
SOM;Ecseny;község;122;123
SOM;Edde;község;116;94
SOM;Felsőmocsolád;község;205;196
SOM;Fiad;község;60;58
SOM;Fonó;község;177;176
SOM;Főnyed;község;49;37
SOM;Gadács;község;52;37
SOM;Gadány;község;147;179
SOM;Gálosfa;község;124;111
SOM;Gamás;község;344;359
SOM;Gige;község;207;209
SOM;Gölle;község;410;420
SOM;Görgeteg;község;558;530
SOM;Gyékényes;község;491;504
SOM;Gyugy;község;174;158
SOM;Hács;község;198;179
SOM;Hajmás;község;123;103
SOM;Háromfa;község;341;350
SOM;Hedrehely;község;196;180
SOM;Hencse;község;146;170
SOM;Heresznye;község;147;132
SOM;Hetes;község;516;582
SOM;Hollád;község;127;133
SOM;Homokszentgyörgy;község;491;509
SOM;Hosszúvíz;község;38;28
SOM;Iharos;község;237;235
SOM;Iharosberény;község;637;652
SOM;Inke;község;586;611
SOM;Istvándi;község;264;292
SOM;Jákó;község;331;306
SOM;Juta;község;582;599
SOM;Kálmáncsa;község;313;279
SOM;Kánya;község;209;231
SOM;Kapoly;község;312;331
SOM;Kaposfő;község;754;774
SOM;Kaposgyarmat;község;43;37
SOM;Kaposhomok;község;239;243
SOM;Kaposkeresztúr;község;171;161
SOM;Kaposmérő;község;1 186;1 244
SOM;Kaposszerdahely;község;542;511
SOM;Kaposújlak;község;361;357
SOM;Kára;község;40;33
SOM;Karád;község;793;775
SOM;Kastélyosdombó;község;84;94
SOM;Kaszó;község;41;39
SOM;Kazsok;község;174;150
SOM;Kelevíz;község;187;169
SOM;Kercseliget;község;188;181
SOM;Kereki;község;263;292
SOM;Kéthely;község;1 129;1 155
SOM;Kisasszond;község;97;72
SOM;Kisbajom;község;173;182
SOM;Kisbárapáti;község;207;181
SOM;Kisberény;község;87;84
SOM;Kisgyalán;község;114;106
SOM;Kiskorpád;község;447;476
SOM;Komlósd;község;88;98
SOM;Kőkút;község;288;232
SOM;Kőröshegy;község;712;750
SOM;Kötcse;község;274;279
SOM;Kutas;község;671;664
SOM;Lábod;község;913;927
SOM;Lad;község;291;301
SOM;Lakócsa;község;292;285
SOM;Látrány;község;656;717
SOM;Libickozma;község;22;21
SOM;Lulla;község;102;99
SOM;Magyaratád;község;386;400
SOM;Magyaregres;község;295;306
SOM;Mernye;község;677;693
SOM;Mesztegnyő;község;683;725
SOM;Mezőcsokonya;község;603;611
SOM;Mike;község;312;316
SOM;Miklósi;község;102;105
SOM;Mosdós;község;419;459
SOM;Nágocs;község;269;313
SOM;Nagyberény;község;687;687
SOM;Nagyberki;község;651;723
SOM;Nagycsepely;község;205;188
SOM;Nagykorpád;község;276;246
SOM;Nagyszakácsi;község;273;220
SOM;Nemesdéd;község;454;441
SOM;Nemeskisfalud;község;78;75
SOM;Nemesvid;község;378;363
SOM;Nikla;község;389;408
SOM;Nyim;község;167;160
SOM;Orci;község;266;278
SOM;Ordacsehi;község;447;437
SOM;Osztopán;község;435;417
SOM;Öreglak;község;756;796
SOM;Őrtilos;község;238;224
SOM;Ötvöskónyi;község;441;430
SOM;Pálmajor;község;173;171
SOM;Pamuk;község;148;141
SOM;Patalom;község;137;158
SOM;Patca;község;29;31
SOM;Patosfa;község;129;136
SOM;Péterhida;község;76;73
SOM;Pogányszentpéter;község;252;251
SOM;Polány;község;154;138
SOM;Porrog;község;97;94
SOM;Porrogszentkirály;község;137;149
SOM;Porrogszentpál;község;31;41
SOM;Potony;község;95;109
SOM;Pusztakovácsi;község;432;434
SOM;Pusztaszemes;község;219;217
SOM;Ráksi;község;221;228
SOM;Rinyabesenyő;község;107;93
SOM;Rinyakovácsi;község;92;82
SOM;Rinyaszentkirály;község;213;175
SOM;Rinyaújlak;község;153;172
SOM;Rinyaújnép;község;24;25
SOM;Ságvár;község;994;1 050
SOM;Sántos;község;232;260
SOM;Sávoly;község;273;222
SOM;Segesd;község;1 197;1 171
SOM;Sérsekszőlős;község;65;68
SOM;Simonfa;község;189;214
SOM;Siójut;község;339;331
SOM;Som;község;346;351
SOM;Somodor;község;220;177
SOM;Somogyacsa;község;94;91
SOM;Somogyaracs;község;103;84
SOM;Somogyaszaló;község;410;373
SOM;Somogybabod;község;258;237
SOM;Somogybükkösd;község;59;46
SOM;Somogycsicsó;község;70;76
SOM;Somogydöröcske;község;76;74
SOM;Somogyegres;község;94;93
SOM;Somogyfajsz;község;272;266
SOM;Somogygeszti;község;227;211
SOM;Somogyjád;község;727;819
SOM;Somogymeggyes;község;237;240
SOM;Somogysámson;község;357;376
SOM;Somogysárd;község;632;642
SOM;Somogysimonyi;község;57;53
SOM;Somogyszentpál;község;446;433
SOM;Somogyszil;község;351;355
SOM;Somogyszob;község;728;737
SOM;Somogytúr;község;222;245
SOM;Somogyudvarhely;község;484;528
SOM;Somogyvámos;község;370;369
SOM;Somogyvár;község;859;849
SOM;Somogyzsitfa;község;291;309
SOM;Szabadi;község;128;146
SOM;Szabás;község;316;264
SOM;Szántód;község;326;341
SOM;Szegerdő;község;116;112
SOM;Szenna;község;386;386
SOM;Szenta;község;196;185
SOM;Szentbalázs;község;164;158
SOM;Szentborbás;község;63;59
SOM;Szentgáloskér;község;270;248
SOM;Szenyér;község;170;154
SOM;Szilvásszentmárton;község;85;100
SOM;Szólád;község;275;295
SOM;Szorosad;község;45;55
SOM;Szőkedencs;község;161;161
SOM;Szőlősgyörök;község;689;693
SOM;Szulok;község;320;309
SOM;Tapsony;község;343;335
SOM;Tarany;község;559;585
SOM;Táska;község;199;188
SOM;Taszár;község;872;925
SOM;Teleki;község;121;103
SOM;Tengőd;község;223;202
SOM;Tikos;község;81;63
SOM;Torvaj;község;123;109
SOM;Tótújfalu;község;127;113
SOM;Törökkoppány;község;185;212
SOM;Újvárfalva;község;125;127
SOM;Varászló;község;72;87
SOM;Várda;község;199;225
SOM;Vése;község;352;393
SOM;Visnye;község;133;109
SOM;Visz;község;101;87
SOM;Vízvár;község;244;239
SOM;Vörs;község;268;288
SOM;Zákány;község;538;526
SOM;Zákányfalu;község;239;264
SOM;Zala;község;130;120
SOM;Zics;község;175;180
SOM;Zimány;község;276;266
SOM;Zselickisfalud;község;121;113
SOM;Zselickislak;község;190;237
SOM;Zselicszentpál;község;225;223
SZA;Nyíregyháza;vármegye székhely;54 574;61 542
SZA;Ajak;város;1 718;1 849
SZA;Baktalórántháza;város;1 801;1 893
SZA;Balkány;város;2 991;2 933
SZA;Csenger;város;2 350;2 540
SZA;Demecser;város;2 014;2 093
SZA;Dombrád;város;1 938;1 992
SZA;Fehérgyarmat;város;3 579;3 941
SZA;Ibrány;város;3 262;3 346
SZA;Kemecse;város;2 503;2 500
SZA;Kisvárda;város;7 431;8 236
SZA;Mándok;város;1 969;2 074
SZA;Máriapócs;város;924;1 061
SZA;Mátészalka;város;7 378;8 206
SZA;Nagyecsed;város;3 024;3 162
SZA;Nagyhalász;város;2 730;2 844
SZA;Nagykálló;város;4 495;4 833
SZA;Nyírbátor;város;5 593;6 055
SZA;Nyírbogát;város;1 519;1 538
SZA;Nyírlugos;város;1 310;1 385
SZA;Nyírmada;város;2 477;2 530
SZA;Nyírtelek;város;3 587;3 553
SZA;Rakamaz;város;2 254;2 396
SZA;Tiszalök;város;2 575;2 692
SZA;Tiszavasvári;város;6 383;6 423
SZA;Újfehértó;város;6 180;6 349
SZA;Vaja;város;1 727;1 750
SZA;Vásárosnamény;város;4 024;4 290
SZA;Záhony;város;1 952;2 153
SZA;Gávavencsellő;nagyközség;1 681;1 793
SZA;Hodász;nagyközség;1 603;1 610
SZA;Kállósemjén;nagyközség;1 799;1 865
SZA;Kölcse;nagyközség;660;685
SZA;Levelek;nagyközség;1 420;1 498
SZA;Mérk;nagyközség;1 074;1 148
SZA;Nyírbéltek;nagyközség;1 435;1 422
SZA;Ököritófülpös;nagyközség;880;901
SZA;Porcsalma;nagyközség;1 422;1 420
SZA;Tarpa;nagyközség;1 269;1 280
SZA;Tiszabecs;nagyközség;731;648
SZA;Tiszadob;nagyközség;1 378;1 288
SZA;Tuzsér;nagyközség;1 756;1 703
SZA;Tyukod;nagyközség;962;1 009
SZA;Anarcs;község;988;1 002
SZA;Apagy;község;1 164;1 190
SZA;Aranyosapáti;község;1 067;1 127
SZA;Balsa;község;366;338
SZA;Barabás;község;485;451
SZA;Bátorliget;község;303;300
SZA;Benk;község;239;226
SZA;Beregdaróc;község;524;465
SZA;Beregsurány;község;448;422
SZA;Berkesz;község;387;383
SZA;Besenyőd;község;406;408
SZA;Beszterec;község;472;487
SZA;Biri;község;649;667
SZA;Botpalád;község;473;366
SZA;Bököny;község;1 541;1 552
SZA;Buj;község;1 195;1 180
SZA;Cégénydányád;község;331;350
SZA;Csaholc;község;331;310
SZA;Csaroda;község;284;304
SZA;Császló;község;192;197
SZA;Csegöld;község;352;342
SZA;Csengersima;község;410;381
SZA;Csengerújfalu;község;448;402
SZA;Darnó;község;84;81
SZA;Döge;község;1 097;1 118
SZA;Encsencs;község;981;917
SZA;Eperjeske;község;580;599
SZA;Érpatak;község;926;860
SZA;Fábiánháza;község;944;895
SZA;Fényeslitke;község;1 175;1 295
SZA;Fülesd;község;246;198
SZA;Fülpösdaróc;község;201;188
SZA;Gacsály;község;479;488
SZA;Garbolc;község;74;76
SZA;Géberjén;község;217;225
SZA;Gégény;község;919;924
SZA;Gelénes;község;282;289
SZA;Gemzse;község;450;435
SZA;Geszteréd;község;828;873
SZA;Gulács;község;536;499
SZA;Győröcske;község;78;75
SZA;Győrtelek;község;828;837
SZA;Gyulaháza;község;925;966
SZA;Gyügye;község;166;156
SZA;Gyüre;község;629;650
SZA;Hermánszeg;község;137;139
SZA;Hetefejércse;község;142;185
SZA;Ilk;község;635;605
SZA;Jánd;község;398;382
SZA;Jánkmajtis;község;903;909
SZA;Jármi;község;633;641
SZA;Jéke;község;359;388
SZA;Kálmánháza;község;932;923
SZA;Kántorjánosi;község;1 012;1 022
SZA;Kék;község;972;1 020
SZA;Kékcse;község;727;770
SZA;Kérsemjén;község;155;166
SZA;Kisar;község;537;488
SZA;Kishódos;község;32;30
SZA;Kisléta;község;843;801
SZA;Kisnamény;község;156;168
SZA;Kispalád;község;408;372
SZA;Kisszekeres;község;273;304
SZA;Kisvarsány;község;512;528
SZA;Kocsord;község;1 418;1 454
SZA;Komlódtótfalu;község;79;72
SZA;Komoró;község;598;641
SZA;Kótaj;község;2 336;2 359
SZA;Kömörő;község;266;282
SZA;Laskod;község;419;435
SZA;Lónya;község;497;428
SZA;Lövőpetri;község;233;238
SZA;Magosliget;község;173;154
SZA;Magy;község;423;470
SZA;Mánd;község;160;161
SZA;Márokpapi;község;328;295
SZA;Mátyus;község;168;157
SZA;Méhtelek;község;367;390
SZA;Mezőladány;község;519;500
SZA;Milota;község;498;462
SZA;Nábrád;község;442;447
SZA;Nagyar;község;334;315
SZA;Nagycserkesz;község;888;808
SZA;Nagydobos;község;1 132;1 125
SZA;Nagyhódos;község;73;62
SZA;Nagyszekeres;község;252;266
SZA;Nagyvarsány;község;679;707
SZA;Napkor;község;1 876;1 912
SZA;Nemesborzova;község;54;50
SZA;Nyírbogdány;község;1 426;1 475
SZA;Nyírcsaholy;község;1 139;1 121
SZA;Nyírcsászári;község;609;583
SZA;Nyírderzs;község;285;283
SZA;Nyírgelse;község;533;552
SZA;Nyírgyulaj;község;972;988
SZA;Nyíribrony;község;601;591
SZA;Nyírjákó;község;408;423
SZA;Nyírkarász;község;1 049;1 160
SZA;Nyírkáta;község;1 080;974
SZA;Nyírkércs;község;352;362
SZA;Nyírlövő;község;335;360
SZA;Nyírmeggyes;község;1 290;1 348
SZA;Nyírmihálydi;község;1 107;1 175
SZA;Nyírparasznya;község;465;453
SZA;Nyírpazony;község;1 981;2 024
SZA;Nyírpilis;község;555;496
SZA;Nyírtass;község;986;936
SZA;Nyírtét;község;516;516
SZA;Nyírtura;község;1 002;1 045
SZA;Nyírvasvári;község;1 033;974
SZA;Ófehértó;község;1 293;1 306
SZA;Olcsva;község;394;349
SZA;Olcsvaapáti;község;143;131
SZA;Ópályi;község;1 656;1 541
SZA;Ömböly;község;224;215
SZA;Őr;község;743;778
SZA;Panyola;község;269;261
SZA;Pap;község;935;918
SZA;Papos;község;416;414
SZA;Paszab;község;650;598
SZA;Pátroha;község;1 450;1 520
SZA;Pátyod;község;335;342
SZA;Penészlek;község;509;551
SZA;Penyige;község;380;380
SZA;Petneháza;község;787;824
SZA;Piricse;község;948;961
SZA;Pócspetri;község;772;864
SZA;Pusztadobos;község;724;719
SZA;Ramocsaháza;község;661;724
SZA;Rápolt;község;83;85
SZA;Rétközberencs;község;597;577
SZA;Rohod;község;582;612
SZA;Rozsály;község;360;337
SZA;Sényő;község;754;766
SZA;Sonkád;község;403;397
SZA;Szabolcs;község;169;182
SZA;Szabolcsbáka;község;552;557
SZA;Szabolcsveresmart;község;669;688
SZA;Szakoly;község;1 413;1 361
SZA;Szamosangyalos;község;364;298
SZA;Szamosbecs;község;217;210
SZA;Szamoskér;község;211;185
SZA;Szamossályi;község;359;370
SZA;Szamosszeg;község;924;882
SZA;Szamostatárfalva;község;168;155
SZA;Szamosújlak;község;187;208
SZA;Szatmárcseke;község;841;779
SZA;Székely;község;575;518
SZA;Szorgalmatos;község;470;458
SZA;Tákos;község;179;186
SZA;Terem;község;334;324
SZA;Tiborszállás;község;467;506
SZA;Timár;község;639;641
SZA;Tiszaadony;község;324;325
SZA;Tiszabercel;község;895;939
SZA;Tiszabezdéd;község;957;936
SZA;Tiszacsécse;község;128;126
SZA;Tiszadada;község;1 080;1 082
SZA;Tiszaeszlár;község;1 277;1 288
SZA;Tiszakanyár;község;777;807
SZA;Tiszakerecseny;község;498;500
SZA;Tiszakóród;község;390;390
SZA;Tiszamogyorós;község;324;330
SZA;Tiszanagyfalu;község;909;933
SZA;Tiszarád;község;308;289
SZA;Tiszaszalka;község;449;459
SZA;Tiszaszentmárton;község;598;587
SZA;Tiszatelek;község;668;648
SZA;Tiszavid;község;304;290
SZA;Tisztaberek;község;367;311
SZA;Tivadar;község;93;90
SZA;Tornyospálca;község;1 273;1 272
SZA;Tunyogmatolcs;község;1 251;1 228
SZA;Túristvándi;község;391;357
SZA;Túrricse;község;336;323
SZA;Újdombrád;község;323;313
SZA;Újkenéz;község;501;503
SZA;Ura;község;293;304
SZA;Uszka;község;306;275
SZA;Vállaj;község;701;609
SZA;Vámosatya;község;281;281
SZA;Vámosoroszi;község;260;258
SZA;Vasmegyer;község;888;903
SZA;Zajta;község;220;209
SZA;Zsarolyán;község;197;206
SZA;Zsurk;község;336;333
SZO;Szolnok;vármegye székhely;30 871;34 384
SZO;Abádszalók;város;1 984;2 086
SZO;Besenyszög;város;1 585;1 631
SZO;Fegyvernek;város;3 246;3 243
SZO;Jászapáti;város;4 073;4 309
SZO;Jászárokszállás;város;3 623;3 898
SZO;Jászberény;város;11 974;12 861
SZO;Jászfényszaru;város;2 843;3 078
SZO;Jászkisér;város;2 515;2 567
SZO;Karcag;város;9 169;9 624
SZO;Kenderes;város;2 065;2 226
SZO;Kisújszállás;város;5 072;5 258
SZO;Kunhegyes;város;3 569;3 724
SZO;Kunszentmárton;város;3 682;3 852
SZO;Martfű;város;2 802;3 055
SZO;Mezőtúr;város;7 741;8 219
SZO;Rákóczifalva;város;2 620;2 661
SZO;Tiszaföldvár;város;5 129;5 237
SZO;Tiszafüred;város;5 292;5 563
SZO;Törökszentmiklós;város;9 697;10 227
SZO;Túrkeve;város;3 987;4 142
SZO;Újszász;város;2 929;3 145
SZO;Cibakháza;nagyközség;1 961;1 871
SZO;Jászladány;nagyközség;2 794;2 831
SZO;Kunmadaras;nagyközség;2 620;2 570
SZO;Öcsöd;nagyközség;1 579;1 638
SZO;Alattyán;község;1 014;1 067
SZO;Berekfürdő;község;657;721
SZO;Csataszög;község;172;159
SZO;Csépa;község;856;889
SZO;Cserkeszőlő;község;1 196;1 257
SZO;Hunyadfalva;község;98;95
SZO;Jánoshida;község;1 221;1 270
SZO;Jászágó;község;357;373
SZO;Jászalsószentgyörgy;község;1 687;1 722
SZO;Jászboldogháza;község;849;873
SZO;Jászdózsa;község;1 057;1 112
SZO;Jászfelsőszentgyörgy;község;919;903
SZO;Jászivány;község;191;187
SZO;Jászjákóhalma;község;1 458;1 444
SZO;Jászszentandrás;község;1 264;1 298
SZO;Jásztelek;község;807;797
SZO;Kengyel;község;1 670;1 728
SZO;Kétpó;község;323;293
SZO;Kőtelek;község;781;830
SZO;Kuncsorba;község;280;275
SZO;Mesterszállás;község;356;348
SZO;Mezőhék;község;151;170
SZO;Nagyiván;község;508;523
SZO;Nagykörű;község;793;825
SZO;Nagyrév;község;342;317
SZO;Örményes;község;487;484
SZO;Pusztamonostor;község;792;821
SZO;Rákócziújfalu;község;970;956
SZO;Szajol;község;1 965;1 898
SZO;Szászberek;község;461;500
SZO;Szelevény;község;517;503
SZO;Tiszabő;község;1 203;1 129
SZO;Tiszabura;község;1 675;1 557
SZO;Tiszaderzs;község;529;550
SZO;Tiszagyenda;község;491;515
SZO;Tiszaigar;község;371;355
SZO;Tiszainoka;község;202;208
SZO;Tiszajenő;község;767;786
SZO;Tiszakürt;község;655;648
SZO;Tiszaörs;község;682;680
SZO;Tiszapüspöki;község;1 060;1 066
SZO;Tiszaroff;község;853;863
SZO;Tiszasas;község;515;544
SZO;Tiszasüly;község;722;697
SZO;Tiszaszentimre;község;946;985
SZO;Tiszaszőlős;község;741;729
SZO;Tiszatenyő;község;808;799
SZO;Tiszavárkony;község;829;764
SZO;Tomajmonostora;község;365;342
SZO;Tószeg;község;2 236;2 234
SZO;Vezseny;község;307;317
SZO;Zagyvarékas;község;1 886;1 981
TOL;Szekszárd;vármegye székhely;13 856;15 807
TOL;Bátaszék;város;3 007;3 234
TOL;Bonyhád;város;5 741;6 303
TOL;Dombóvár;város;8 257;9 129
TOL;Dunaföldvár;város;4 053;4 272
TOL;Gyönk;város;774;886
TOL;Nagymányok;város;1 077;1 129
TOL;Paks;város;8 289;8 975
TOL;Simontornya;város;1 837;1 944
TOL;Tamási;város;3 668;4 018
TOL;Tolna;város;5 328;5 675
TOL;Decs;nagyközség;1 908;2 113
TOL;Fadd;nagyközség;2 050;2 038
TOL;Hőgyész;nagyközség;1 250;1 385
TOL;Nagydorog;nagyközség;1 272;1 299
TOL;Pincehely;nagyközség;995;1 101
TOL;Alsónána;község;323;356
TOL;Alsónyék;község;348;357
TOL;Aparhant;község;498;476
TOL;Attala;község;381;386
TOL;Báta;község;727;764
TOL;Bátaapáti;község;192;178
TOL;Belecska;község;165;161
TOL;Bikács;község;223;196
TOL;Bogyiszló;község;1 044;1 071
TOL;Bonyhádvarasd;község;205;212
TOL;Bölcske;község;1 317;1 372
TOL;Cikó;község;456;473
TOL;Csibrák;község;148;155
TOL;Csikóstőttős;község;417;414
TOL;Dalmand;község;598;624
TOL;Diósberény;község;149;160
TOL;Döbrököz;község;966;1 006
TOL;Dunaszentgyörgy;község;1 235;1 252
TOL;Dúzs;község;126;107
TOL;Értény;község;401;337
TOL;Fácánkert;község;359;362
TOL;Felsőnána;község;305;278
TOL;Felsőnyék;község;539;531
TOL;Fürged;község;338;335
TOL;Gerjen;község;617;612
TOL;Grábóc;község;80;85
TOL;Györe;község;296;305
TOL;Györköny;község;503;517
TOL;Gyulaj;község;443;438
TOL;Harc;község;409;416
TOL;Iregszemcse;község;1 284;1 251
TOL;Izmény;község;248;230
TOL;Jágónak;község;119;110
TOL;Kajdacs;község;566;541
TOL;Kakasd;község;758;829
TOL;Kalaznó;község;88;67
TOL;Kapospula;község;414;472
TOL;Kaposszekcső;község;741;805
TOL;Keszőhidegkút;község;96;90
TOL;Kéty;község;321;340
TOL;Kisdorog;község;341;327
TOL;Kismányok;község;169;156
TOL;Kisszékely;község;151;150
TOL;Kistormás;község;151;146
TOL;Kisvejke;község;213;172
TOL;Kocsola;község;642;607
TOL;Koppányszántó;község;169;167
TOL;Kölesd;község;719;711
TOL;Kurd;község;581;568
TOL;Lápafő;község;76;86
TOL;Lengyel;község;228;264
TOL;Madocsa;község;918;929
TOL;Magyarkeszi;község;578;583
TOL;Medina;község;380;360
TOL;Miszla;község;145;128
TOL;Mórágy;község;373;332
TOL;Mőcsény;község;170;171
TOL;Mucsfa;község;173;156
TOL;Mucsi;község;260;217
TOL;Murga;község;30;20
TOL;Nagykónyi;község;507;523
TOL;Nagyszékely;község;205;191
TOL;Nagyszokoly;község;446;451
TOL;Nagyvejke;község;84;71
TOL;Nak;község;250;251
TOL;Németkér;község;832;812
TOL;Ozora;község;836;795
TOL;Őcsény;község;1 162;1 178
TOL;Pálfa;község;740;741
TOL;Pári;község;317;322
TOL;Pörböly;község;273;271
TOL;Pusztahencse;község;494;488
TOL;Regöly;község;516;555
TOL;Sárpilis;község;307;288
TOL;Sárszentlőrinc;község;511;513
TOL;Sióagárd;község;606;691
TOL;Szakadát;község;107;125
TOL;Szakály;község;628;636
TOL;Szakcs;község;393;397
TOL;Szálka;község;323;325
TOL;Szárazd;község;129;115
